Biker_Age,Biker_Occupation,Biker_Education_Level,Riding_Experience,Daily_Travel_Distance,Talk_While_Riding,Smoke_While_Riding,Wearing_Helmet,Motorcycle_Ownership,Valid_Driving_License,Bike_Condition,Road_Type,Road_condition,Weather,Time_of_Day,Traffic_Density,Speed_Limit,Bike_Speed,Number_of_Vehicles,Biker_Alcohol,Accident_Severity
21.0,Student,Above high school,2.0,27.0,Regularly,Regularly,No,Bought with own money,No,New,Highway,Dry,Foggy,Morning,5.0,70.0,75.0,1.0,1.0,Severe Accident
15.0,Student,Above high school,0.0,13.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Wet,Rainy,Afternoon,8.0,70.0,55.0,2.0,1.0,Severe Accident
28.0,Student,Above high school,0.0,30.0,Regularly,Regularly,No,Inherited,No,Old,Highway,Dry,Clear,Night,1.0,70.0,46.0,3.0,0.0,Severe Accident
15.0,Student,Above high school,3.0,2.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Dry,Clear,Afternoon,2.0,70.0,82.0,2.0,1.0,Severe Accident
30.0,Student,Above high school,1.0,14.0,Regularly,Regularly,Yes,Bought with own money,Yes,Old,Highway,Dry,Foggy,Noon,8.0,70.0,76.0,2.0,1.0,Severe Accident
15.0,Student,Above high school,4.0,19.0,Regularly,Regularly,No,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,1.0,70.0,62.0,2.0,0.0,Severe Accident
18.0,Student,Above high school,5.0,26.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Dry,Clear,Morning,8.0,70.0,81.0,1.0,0.0,Severe Accident
19.0,Student,Above high school,0.0,14.0,Regularly,Regularly,No,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,1.0,70.0,58.0,2.0,0.0,Severe Accident
20.0,Student,Above high school,4.0,16.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Dry,Foggy,Night,5.0,70.0,76.0,3.0,0.0,Severe Accident
16.0,Student,Above high school,5.0,5.0,Regularly,Regularly,Yes,Inherited,No,Old,Highway,Wet,Rainy,Afternoon,1.0,70.0,55.0,2.0,0.0,Severe Accident
19.0,Student,Above high school,2.0,4.0,Regularly,Regularly,No,Inherited,No,New,Highway,Dry,Clear,Noon,8.0,70.0,57.0,2.0,1.0,Severe Accident
23.0,Student,Above high school,4.0,9.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Dry,Clear,Afternoon,4.0,70.0,56.0,3.0,0.0,Severe Accident
30.0,Student,Above high school,4.0,17.0,Regularly,Regularly,No,Bought with own money,No,Old,Highway,Dry,Foggy,Evening,5.0,70.0,88.0,3.0,1.0,Severe Accident
22.0,Student,Above high school,4.0,7.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Morning,7.0,70.0,61.0,3.0,0.0,Severe Accident
29.0,Student,Above high school,4.0,17.0,Regularly,Regularly,Yes,Inherited,No,Old,Highway,Dry,Clear,Afternoon,3.0,70.0,47.0,3.0,1.0,Severe Accident
19.0,Student,Above high school,5.0,15.0,Regularly,Regularly,No,Inherited,Yes,New,Highway,Dry,Clear,Night,8.0,70.0,75.0,1.0,0.0,Severe Accident
29.0,Student,Above high school,4.0,25.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Dry,Foggy,Afternoon,6.0,70.0,64.0,1.0,1.0,Severe Accident
28.0,Student,Above high school,0.0,22.0,Regularly,Regularly,No,Bought with own money,No,Old,Highway,Wet,Rainy,Noon,2.0,70.0,78.0,3.0,1.0,Severe Accident
25.0,Student,Above high school,0.0,13.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,5.0,70.0,79.0,2.0,1.0,Severe Accident
28.0,Student,Above high school,5.0,6.0,Regularly,Regularly,Yes,Inherited,No,Old,Highway,Dry,Clear,Morning,6.0,70.0,52.0,1.0,1.0,Severe Accident
20.0,Student,Above high school,4.0,25.0,Regularly,Regularly,No,Inherited,No,New,Highway,Dry,Foggy,Afternoon,7.0,70.0,79.0,1.0,1.0,Severe Accident
17.0,Student,Above high school,3.0,9.0,Regularly,Sometimes,Yes,Inherited,Yes,New,Highway,Wet,Rainy,Night,5.0,70.0,62.0,3.0,1.0,Severe Accident
15.0,Student,Above high school,4.0,7.0,Regularly,Regularly,No,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,6.0,70.0,68.0,3.0,0.0,Severe Accident
24.0,Student,Above high school,3.0,18.0,Regularly,Sometimes,Yes,Bought with own money,No,New,Highway,Dry,Clear,Noon,7.0,70.0,63.0,3.0,1.0,Severe Accident
21.0,Student,Above high school,4.0,7.0,Regularly,Sometimes,Yes,Inherited,No,Old,Highway,Dry,Foggy,Afternoon,8.0,70.0,51.0,2.0,1.0,Severe Accident
17.0,Student,Above high school,5.0,28.0,Regularly,Sometimes,No,Inherited,No,New,Highway,Wet,Rainy,Evening,5.0,70.0,45.0,2.0,1.0,Severe Accident
27.0,Student,Above high school,2.0,17.0,Regularly,Sometimes,Yes,Inherited,No,New,Highway,Dry,Clear,Morning,3.0,70.0,51.0,2.0,1.0,Severe Accident
25.0,Student,Above high school,4.0,7.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,2.0,70.0,89.0,3.0,1.0,Severe Accident
17.0,Student,Above high school,3.0,29.0,Regularly,Sometimes,Yes,Bought with own money,No,New,Highway,Dry,Foggy,Night,8.0,70.0,79.0,2.0,0.0,Severe Accident
29.0,Student,Above high school,3.0,26.0,Regularly,Sometimes,Yes,Inherited,No,Old,Highway,Wet,Rainy,Afternoon,6.0,70.0,64.0,3.0,1.0,Severe Accident
23.0,Student,Above high school,1.0,13.0,Regularly,Sometimes,No,Inherited,No,New,Highway,Dry,Clear,Noon,1.0,70.0,64.0,3.0,0.0,Severe Accident
21.0,Student,Above high school,3.0,10.0,Regularly,Sometimes,Yes,Inherited,No,New,Highway,Dry,Clear,Afternoon,5.0,70.0,51.0,1.0,0.0,Severe Accident
22.0,Student,Above high school,5.0,25.0,Regularly,Sometimes,No,Bought with own money,Yes,Old,Highway,Dry,Foggy,Morning,3.0,70.0,62.0,1.0,0.0,Severe Accident
25.0,Student,Above high school,0.0,6.0,Regularly,Sometimes,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,4.0,70.0,50.0,3.0,0.0,Severe Accident
26.0,Student,Above high school,4.0,7.0,Regularly,Sometimes,Yes,Inherited,No,Old,Highway,Dry,Clear,Night,4.0,70.0,62.0,1.0,0.0,Severe Accident
21.0,Student,Above high school,5.0,10.0,Regularly,Sometimes,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,8.0,70.0,82.0,2.0,1.0,Severe Accident
25.0,Student,Above high school,0.0,7.0,Regularly,Sometimes,Yes,Bought with own money,No,New,Highway,Dry,Foggy,Noon,3.0,70.0,56.0,2.0,1.0,Severe Accident
19.0,Student,Above high school,3.0,5.0,Regularly,Sometimes,No,Inherited,No,Old,Highway,Wet,Rainy,Afternoon,4.0,70.0,83.0,3.0,1.0,Severe Accident
15.0,Student,Above high school,4.0,1.0,Regularly,Sometimes,Yes,Inherited,Yes,New,Highway,Dry,Clear,Evening,2.0,70.0,89.0,3.0,0.0,Severe Accident
24.0,Student,Above high school,3.0,29.0,Regularly,Sometimes,Yes,Inherited,No,Old,Highway,Dry,Clear,Morning,8.0,70.0,53.0,3.0,1.0,Severe Accident
24.0,Student,Above high school,4.0,27.0,Regularly,Sometimes,No,Bought with own money,No,New,Highway,Dry,Foggy,Afternoon,3.0,70.0,50.0,1.0,1.0,Severe Accident
18.0,Student,Above high school,5.0,14.0,Regularly,Sometimes,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Night,1.0,70.0,83.0,3.0,1.0,Severe Accident
21.0,Student,Above high school,0.0,3.0,Regularly,Sometimes,No,Inherited,No,Old,Highway,Dry,Clear,Afternoon,1.0,70.0,88.0,2.0,0.0,Severe Accident
21.0,Student,Above high school,5.0,29.0,Regularly,Sometimes,Yes,Inherited,No,New,Highway,Dry,Clear,Noon,2.0,70.0,50.0,2.0,1.0,Severe Accident
26.0,Student,Above high school,5.0,2.0,Regularly,Sometimes,Yes,Inherited,No,Old,Highway,Dry,Foggy,Afternoon,7.0,70.0,75.0,3.0,0.0,Severe Accident
21.0,Student,Above high school,2.0,6.0,Regularly,Sometimes,No,Bought with own money,No,New,Highway,Wet,Rainy,Morning,7.0,70.0,51.0,3.0,1.0,Severe Accident
23.0,Student,Above high school,5.0,21.0,Regularly,Sometimes,Yes,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,3.0,70.0,90.0,1.0,0.0,Severe Accident
23.0,Student,Above high school,2.0,27.0,Regularly,Sometimes,No,Inherited,No,Old,Highway,Dry,Clear,Night,7.0,70.0,87.0,3.0,0.0,Severe Accident
15.0,Student,Above high school,3.0,24.0,Regularly,Sometimes,Yes,Inherited,No,New,Highway,Dry,Foggy,Afternoon,7.0,70.0,58.0,3.0,0.0,Severe Accident
28.0,Student,Above high school,4.0,13.0,Regularly,Regularly,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Noon,1.0,70.0,68.0,2.0,0.0,Severe Accident
15.0,Student,Above high school,3.0,19.0,Regularly,Regularly,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,4.0,70.0,75.0,1.0,1.0,Severe Accident
27.0,Student,Above high school,4.0,17.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Dry,Clear,Evening,3.0,70.0,56.0,1.0,1.0,Severe Accident
27.0,Student,Above high school,2.0,12.0,Regularly,Regularly,No,Inherited,No,Old,Highway,Dry,Foggy,Morning,2.0,70.0,65.0,3.0,0.0,Severe Accident
29.0,Student,Above high school,3.0,1.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,7.0,70.0,51.0,2.0,0.0,Severe Accident
28.0,Student,Above high school,3.0,9.0,Regularly,Regularly,Yes,Bought with own money,No,Old,Highway,Dry,Clear,Night,3.0,70.0,78.0,2.0,1.0,Severe Accident
16.0,Student,Above high school,4.0,12.0,Regularly,Regularly,No,Inherited,Yes,New,Highway,Dry,Clear,Afternoon,1.0,70.0,87.0,2.0,0.0,Severe Accident
23.0,Student,Above high school,4.0,29.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Dry,Foggy,Noon,5.0,70.0,68.0,2.0,0.0,Severe Accident
17.0,Student,Above high school,5.0,10.0,Regularly,Regularly,No,Inherited,No,Old,Highway,Wet,Rainy,Afternoon,6.0,70.0,45.0,2.0,0.0,Severe Accident
24.0,Student,Above high school,5.0,15.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Dry,Clear,Morning,5.0,70.0,80.0,1.0,0.0,Severe Accident
26.0,Student,Above high school,5.0,6.0,Regularly,Regularly,Yes,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,2.0,70.0,53.0,1.0,1.0,Severe Accident
29.0,Student,Above high school,2.0,9.0,Regularly,Regularly,No,Inherited,No,New,Highway,Dry,Foggy,Night,3.0,70.0,90.0,1.0,0.0,Severe Accident
24.0,Student,Above high school,3.0,0.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Wet,Rainy,Afternoon,8.0,70.0,54.0,3.0,1.0,Severe Accident
29.0,Student,Above high school,5.0,8.0,Regularly,Regularly,No,Inherited,No,Old,Highway,Dry,Clear,Noon,5.0,70.0,78.0,3.0,1.0,Severe Accident
30.0,Student,Above high school,0.0,30.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,8.0,70.0,64.0,1.0,1.0,Severe Accident
22.0,Student,Above high school,5.0,16.0,Regularly,Regularly,Yes,Bought with own money,No,Old,Highway,Dry,Foggy,Evening,7.0,70.0,87.0,3.0,0.0,Severe Accident
28.0,Student,Above high school,2.0,16.0,Regularly,Regularly,No,Inherited,No,New,Highway,Wet,Rainy,Morning,7.0,70.0,57.0,3.0,1.0,Severe Accident
17.0,Student,Above high school,1.0,10.0,Regularly,Regularly,Yes,Inherited,Yes,New,Highway,Dry,Clear,Afternoon,7.0,70.0,84.0,2.0,0.0,Severe Accident
23.0,Student,Above high school,2.0,19.0,Regularly,Regularly,No,Inherited,No,Old,Highway,Dry,Clear,Night,8.0,70.0,82.0,2.0,0.0,Severe Accident
29.0,Student,Above high school,2.0,24.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Dry,Foggy,Afternoon,3.0,70.0,55.0,2.0,0.0,Severe Accident
29.0,Student,Above high school,5.0,6.0,Regularly,Regularly,Yes,Bought with own money,No,Old,Highway,Wet,Rainy,Noon,4.0,70.0,90.0,3.0,1.0,Severe Accident
20.0,Student,Above high school,3.0,1.0,Regularly,Regularly,No,Inherited,No,New,Highway,Dry,Clear,Afternoon,8.0,70.0,81.0,1.0,0.0,Severe Accident
15.0,Student,Above high school,2.0,3.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Dry,Clear,Morning,8.0,70.0,74.0,2.0,0.0,Severe Accident
21.0,Student,Above high school,5.0,11.0,Regularly,Regularly,No,Bought with own money,Yes,Old,Highway,Dry,Foggy,Afternoon,8.0,70.0,57.0,1.0,1.0,Severe Accident
16.0,Student,Above high school,5.0,11.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Wet,Rainy,Night,4.0,70.0,50.0,1.0,0.0,Severe Accident
19.0,Student,Above high school,3.0,24.0,Regularly,Regularly,Yes,Inherited,No,Old,Highway,Dry,Clear,Afternoon,8.0,70.0,82.0,2.0,0.0,Severe Accident
26.0,Student,Above high school,0.0,27.0,Regularly,Regularly,No,Inherited,No,New,Highway,Dry,Clear,Noon,6.0,70.0,88.0,1.0,0.0,Severe Accident
23.0,Student,Above high school,4.0,6.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Dry,Foggy,Afternoon,8.0,70.0,53.0,1.0,0.0,Severe Accident
18.0,Student,Above high school,2.0,11.0,Regularly,Regularly,No,Bought with own money,No,Old,Highway,Wet,Rainy,Evening,2.0,70.0,86.0,3.0,0.0,Severe Accident
25.0,Student,Above high school,0.0,12.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Dry,Clear,Morning,6.0,70.0,62.0,3.0,1.0,Severe Accident
27.0,Student,Above high school,0.0,30.0,Regularly,Regularly,Yes,Inherited,No,Old,Highway,Dry,Clear,Afternoon,8.0,70.0,80.0,3.0,1.0,Severe Accident
24.0,Student,Above high school,3.0,10.0,Regularly,Regularly,No,Inherited,No,New,Highway,Dry,Foggy,Night,2.0,70.0,73.0,3.0,1.0,Severe Accident
24.0,Student,Above high school,0.0,20.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,5.0,70.0,76.0,3.0,1.0,Severe Accident
27.0,Student,Above high school,3.0,11.0,Regularly,Regularly,No,Bought with own money,No,Old,Highway,Dry,Clear,Noon,2.0,70.0,61.0,2.0,1.0,Severe Accident
21.0,Student,Above high school,0.0,16.0,Regularly,Regularly,Yes,Inherited,Yes,New,Highway,Dry,Clear,Afternoon,2.0,70.0,53.0,2.0,0.0,Severe Accident
24.0,Student,Above high school,5.0,13.0,Regularly,Regularly,Yes,Inherited,No,Old,Highway,Dry,Foggy,Morning,7.0,70.0,54.0,3.0,0.0,Severe Accident
18.0,Student,Above high school,3.0,2.0,Regularly,Regularly,No,Inherited,No,New,Highway,Wet,Rainy,Afternoon,1.0,70.0,62.0,2.0,0.0,Severe Accident
17.0,Student,Above high school,3.0,20.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Dry,Clear,Night,5.0,70.0,90.0,3.0,1.0,Severe Accident
28.0,Student,Above high school,4.0,9.0,Regularly,Regularly,No,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,5.0,70.0,90.0,3.0,1.0,Severe Accident
19.0,Student,Above high school,5.0,5.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Dry,Foggy,Noon,3.0,70.0,75.0,3.0,0.0,Severe Accident
30.0,Student,Above high school,4.0,5.0,Regularly,Regularly,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Afternoon,6.0,70.0,58.0,1.0,0.0,Severe Accident
25.0,Student,Above high school,1.0,11.0,Regularly,Regularly,No,Inherited,No,New,Highway,Dry,Clear,Evening,5.0,70.0,57.0,1.0,0.0,Severe Accident
27.0,Student,Above high school,3.0,30.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Dry,Clear,Morning,2.0,70.0,74.0,2.0,1.0,Severe Accident
25.0,Student,Above high school,4.0,26.0,Regularly,Regularly,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,2.0,70.0,59.0,1.0,1.0,Severe Accident
27.0,Student,Above high school,2.0,7.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Wet,Rainy,Night,6.0,70.0,53.0,2.0,0.0,Severe Accident
23.0,Student,Above high school,4.0,5.0,Regularly,Regularly,Yes,Inherited,No,Old,Highway,Dry,Clear,Afternoon,3.0,70.0,49.0,3.0,1.0,Severe Accident
22.0,Student,Above high school,2.0,18.0,Regularly,Sometimes,No,Inherited,No,New,Highway,Dry,Clear,Noon,7.0,70.0,46.0,1.0,1.0,Severe Accident
18.0,Student,Above high school,5.0,15.0,Regularly,Sometimes,Yes,Bought with own money,No,New,Highway,Dry,Foggy,Afternoon,1.0,70.0,75.0,1.0,1.0,Severe Accident
26.0,Student,Above high school,1.0,8.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Morning,6.0,70.0,78.0,1.0,0.0,Severe Accident
25.0,Student,Above high school,0.0,23.0,Regularly,Sometimes,Yes,Inherited,No,New,Highway,Dry,Clear,Afternoon,7.0,70.0,90.0,1.0,1.0,Severe Accident
22.0,Student,Above high school,3.0,2.0,Regularly,Sometimes,Yes,Bought with own money,No,Old,Highway,Dry,Clear,Night,7.0,70.0,75.0,3.0,0.0,Severe Accident
26.0,Student,Above high school,2.0,22.0,Regularly,Sometimes,No,Bought with own money,Yes,New,Highway,Dry,Foggy,Afternoon,3.0,70.0,46.0,3.0,0.0,Severe Accident
15.0,Student,Above high school,3.0,26.0,Regularly,Sometimes,Yes,Inherited,No,New,Highway,Wet,Rainy,Noon,3.0,70.0,65.0,3.0,1.0,Severe Accident
25.0,Student,Above high school,1.0,16.0,Regularly,Sometimes,No,Inherited,No,Old,Highway,Dry,Clear,Afternoon,8.0,70.0,75.0,1.0,0.0,Severe Accident
26.0,Student,Above high school,0.0,1.0,Regularly,Sometimes,Yes,Inherited,No,New,Highway,Dry,Clear,Evening,3.0,70.0,89.0,1.0,1.0,Severe Accident
26.0,Student,Above high school,3.0,9.0,Regularly,Sometimes,Yes,Bought with own money,No,Old,Highway,Dry,Foggy,Morning,6.0,70.0,90.0,2.0,0.0,Severe Accident
29.0,Student,Above high school,3.0,6.0,Regularly,Sometimes,No,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,4.0,70.0,75.0,3.0,1.0,Severe Accident
26.0,Student,Above high school,5.0,25.0,Regularly,Sometimes,Yes,Inherited,Yes,New,Highway,Dry,Clear,Night,6.0,70.0,88.0,1.0,1.0,Severe Accident
30.0,Student,Above high school,2.0,25.0,Regularly,Regularly,No,Inherited,No,Old,Highway,Dry,Clear,Afternoon,1.0,70.0,74.0,3.0,1.0,Severe Accident
24.0,Student,Above high school,3.0,28.0,Regularly,Sometimes,Yes,Inherited,No,New,Highway,Dry,Foggy,Noon,2.0,70.0,53.0,1.0,1.0,Severe Accident
16.0,Student,Above high school,2.0,25.0,Regularly,Sometimes,Yes,Bought with own money,No,Old,Highway,Wet,Rainy,Afternoon,4.0,70.0,90.0,3.0,1.0,Severe Accident
21.0,Student,Above high school,5.0,14.0,Regularly,Sometimes,No,Bought with own money,No,New,Highway,Dry,Clear,Morning,5.0,70.0,56.0,3.0,0.0,Severe Accident
17.0,Student,Above high school,3.0,30.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Dry,Clear,Afternoon,3.0,70.0,68.0,1.0,1.0,Severe Accident
29.0,Student,Above high school,5.0,26.0,Regularly,Sometimes,No,Inherited,No,Old,Highway,Dry,Foggy,Night,8.0,70.0,79.0,3.0,1.0,Severe Accident
26.0,Student,Above high school,5.0,29.0,Regularly,Sometimes,Yes,Inherited,No,New,Highway,Wet,Rainy,Afternoon,5.0,70.0,58.0,1.0,0.0,Severe Accident
29.0,Student,Above high school,1.0,9.0,Regularly,Sometimes,Yes,Bought with own money,No,Old,Highway,Dry,Clear,Noon,2.0,70.0,57.0,1.0,1.0,Severe Accident
21.0,Student,Above high school,4.0,25.0,Regularly,Sometimes,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,5.0,70.0,78.0,1.0,0.0,Severe Accident
21.0,Student,Above high school,4.0,19.0,Regularly,Sometimes,Yes,Inherited,No,New,Highway,Dry,Foggy,Evening,7.0,70.0,54.0,3.0,1.0,Severe Accident
16.0,Student,Above high school,4.0,14.0,Regularly,Sometimes,No,Bought with own money,Yes,Old,Highway,Wet,Rainy,Morning,7.0,70.0,77.0,1.0,1.0,Severe Accident
18.0,Student,Above high school,2.0,9.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,2.0,70.0,68.0,3.0,1.0,Severe Accident
24.0,Student,Above high school,2.0,1.0,Regularly,Regularly,Yes,Inherited,No,Old,Highway,Dry,Clear,Night,5.0,70.0,76.0,2.0,1.0,Severe Accident
28.0,Student,Above high school,4.0,0.0,Regularly,Regularly,No,Inherited,No,New,Highway,Dry,Foggy,Afternoon,4.0,70.0,50.0,2.0,1.0,Severe Accident
19.0,Student,Above high school,5.0,7.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Wet,Rainy,Noon,6.0,70.0,86.0,1.0,0.0,Severe Accident
28.0,Student,Above high school,4.0,17.0,Regularly,Regularly,No,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,5.0,70.0,86.0,3.0,1.0,Severe Accident
25.0,Student,Above high school,3.0,17.0,Regularly,Regularly,Yes,Bought with own money,Yes,New,Highway,Dry,Clear,Morning,6.0,70.0,78.0,1.0,0.0,Severe Accident
19.0,Student,Above high school,1.0,19.0,Regularly,Regularly,Yes,Inherited,No,Old,Highway,Dry,Foggy,Afternoon,7.0,70.0,88.0,2.0,0.0,Severe Accident
15.0,Student,Above high school,2.0,27.0,Regularly,Regularly,No,Inherited,No,New,Highway,Wet,Rainy,Night,6.0,70.0,78.0,3.0,0.0,Severe Accident
23.0,Student,Above high school,5.0,23.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Dry,Clear,Afternoon,7.0,70.0,62.0,1.0,0.0,Severe Accident
27.0,Student,Above high school,2.0,25.0,Regularly,Regularly,No,Bought with own money,No,Old,Highway,Dry,Clear,Noon,4.0,70.0,56.0,1.0,1.0,Severe Accident
15.0,Student,Above high school,2.0,25.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Dry,Foggy,Afternoon,4.0,70.0,74.0,3.0,0.0,Severe Accident
18.0,Student,Above high school,5.0,12.0,Regularly,Regularly,Yes,Inherited,No,Old,Highway,Wet,Rainy,Evening,1.0,70.0,53.0,2.0,1.0,Severe Accident
30.0,Student,Above high school,2.0,20.0,Regularly,Regularly,No,Inherited,No,New,Highway,Dry,Clear,Morning,3.0,70.0,84.0,1.0,1.0,Severe Accident
21.0,Student,Above high school,1.0,17.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Dry,Clear,Afternoon,3.0,70.0,78.0,2.0,1.0,Severe Accident
16.0,Student,Above high school,5.0,16.0,Regularly,Regularly,No,Bought with own money,No,Old,Highway,Dry,Foggy,Night,6.0,70.0,76.0,3.0,0.0,Severe Accident
19.0,Student,Above high school,2.0,18.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,7.0,70.0,57.0,2.0,0.0,Severe Accident
26.0,Student,Above high school,0.0,2.0,Regularly,Regularly,Yes,Inherited,Yes,Old,Highway,Dry,Clear,Noon,2.0,70.0,48.0,1.0,0.0,Severe Accident
20.0,Student,Above high school,1.0,13.0,Regularly,Regularly,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,3.0,70.0,68.0,2.0,0.0,Severe Accident
15.0,Student,Above high school,2.0,23.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Dry,Foggy,Morning,1.0,70.0,62.0,3.0,0.0,Severe Accident
25.0,Student,Above high school,3.0,13.0,Regularly,Regularly,No,Inherited,No,Old,Highway,Wet,Rainy,Afternoon,3.0,70.0,84.0,3.0,0.0,Severe Accident
21.0,Student,Above high school,4.0,0.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Dry,Clear,Night,4.0,70.0,81.0,1.0,1.0,Severe Accident
27.0,Student,Above high school,3.0,8.0,Regularly,Regularly,Yes,Inherited,No,Old,Highway,Dry,Clear,Afternoon,5.0,70.0,80.0,1.0,0.0,Severe Accident
24.0,Student,Above high school,4.0,26.0,Regularly,Regularly,No,Bought with own money,Yes,New,Highway,Dry,Foggy,Noon,6.0,70.0,81.0,2.0,1.0,Severe Accident
21.0,Student,Above high school,5.0,13.0,Regularly,Regularly,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,8.0,70.0,63.0,1.0,0.0,Severe Accident
22.0,Student,Above high school,5.0,26.0,Regularly,Regularly,No,Inherited,No,Old,Highway,Dry,Clear,Evening,8.0,70.0,53.0,2.0,0.0,Severe Accident
29.0,Student,Above high school,3.0,9.0,Regularly,Regularly,Yes,Inherited,No,New,Highway,Dry,Clear,Morning,7.0,70.0,76.0,2.0,0.0,Severe Accident
30.0,Student,Above high school,3.0,27.0,Regularly,Regularly,Yes,Inherited,No,Old,Highway,Dry,Foggy,Afternoon,4.0,70.0,58.0,3.0,0.0,Severe Accident
